surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheal_pulse,mucous_membrane,capillary_refill_time,pain,peristaltsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
no,young,649148,36.668973608508054,46.03608933816782,9.282372803367828,warm,normal,bright_red,more_3_sec,alert,hypermobile,slight,none,none,9.392622442354156,absent,normal,34.95421943558094,7.347668301216275,cloudy,5.561249963792568,died,yes,4300,0,2,no
yes,adult,776555,36.037167516157304,54.485956141582676,6.842979996955788,normal,reduced,normal_pink,less_3_sec,alert,hypomobile,severe,slight,less_1_liter,7.363324117271652,normal,distend_large,37.6860037512104,6.285675233411278,cloudy,5.004976120739486,lived,yes,11300,2,1,no
no,young,701763,36.77335926526427,78.81392287645365,4.310731505518757,warm,absent,bright_red,more_3_sec,mild_pain,absent,none,slight,none,9.450133019210703,decreased,distend_large,31.10683997100906,7.473888708015882,clear,5.861047476661253,euthanized,no,0,3,2,no
yes,young,584090,38.0470773778063,69.92329811195873,13.01076131269414,cold,increased,bright_pink,less_3_sec,intermittent_pain,hypomobile,slight,slight,none,5.183028699818948,decreased,other,46.197432380826555,7.211535930019757,serosanguious,5.840130150327985,died,no,4300,0,2,yes
yes,young,973698,37.887331057915404,60.88535946698228,12.547697181182613,cold,normal,bright_red,less_3_sec,depressed,hypomobile,moderate,none,>1_liter,9.624129408323542,decreased,other,49.68350970230155,7.064744688423097,serosanguious,2.902740373380883,euthanized,no,11300,2,1,no
no,adult,776787,38.50240656915106,63.8307859888966,8.67793562785795,cool,normal,normal_pink,less_3_sec,alert,hypomobile,severe,slight,>1_liter,7.622263017327799,absent,other,46.4805858487322,7.015739936883481,serosanguious,4.901403487601689,died,yes,0,0,2,yes
no,young,987164,37.896749894959115,48.80515052809036,11.998257098033733,warm,absent,normal_pink,less_3_sec,alert,normal,none,none,less_1_liter,2.336046139350495,absent,other,41.09950669705096,6.880538822900644,serosanguious,4.122092365459578,lived,yes,2208,0,2,no
yes,young,389227,37.6904507085308,56.12101199114693,14.709878063181481,cold,normal,dark_cyanotic,less_3_sec,constant_pain,absent,none,slight,none,9.254982654552421,normal,normal,35.905639409658995,7.081005484873698,serosanguious,2.8584079808612217,euthanized,yes,11300,2,2,no
yes,young,842406,37.19598772507487,46.733913564509656,11.262227799474267,cool,increased,bright_pink,more_3_sec,mild_pain,normal,none,important,>1_liter,5.8757824722655405,absent,normal,33.95395777087161,6.632858334328981,clear,2.779476328869603,euthanized,no,11300,3,0,yes
no,adult,943804,38.68460678986269,54.104414314005126,10.439039218529889,cool,normal,pale_pink,less_3_sec,intermittent_pain,normal,moderate,none,>1_liter,5.682615878222663,absent,distend_large,37.2812574359332,7.267932162030195,serosanguious,2.324337365065146,died,yes,2208,1,1,yes
yes,young,748074,36.88081986127928,86.9235652725325,9.596849089449929,normal,reduced,bright_red,less_3_sec,depressed,hypermobile,slight,important,>1_liter,6.531732847837074,decreased,other,43.33939059096413,7.044518934142921,cloudy,5.182181105674756,lived,yes,11300,1,1,no
no,adult,632101,36.68960048270397,38.442563772456204,10.94849209457772,cool,reduced,dark_cyanotic,less_3_sec,alert,hypomobile,slight,none,less_1_liter,3.1950763741698234,decreased,other,38.941231110816474,7.1568796685693234,serosanguious,3.298019122480038,euthanized,yes,2208,0,2,no
yes,adult,131598,38.3670555173881,46.225646671541696,7.90824181953109,cold,increased,bright_red,less_3_sec,constant_pain,hypomobile,none,slight,none,5.753328388539189,normal,other,48.68119640168972,7.18873113324897,cloudy,5.4278753413158665,died,yes,4300,0,0,no
no,adult,605934,36.46684268934634,34.91402274128497,8.17009239251566,normal,reduced,bright_red,less_3_sec,mild_pain,normal,severe,slight,>1_liter,8.649017733741966,decreased,normal,47.08440685931465,6.138105068563354,clear,4.433261464092858,lived,no,2208,0,1,no
no,adult,882239,40.21479099865863,30.581824856248033,10.352674125637545,warm,absent,pale_pink,more_3_sec,mild_pain,hypermobile,none,important,none,2.1238596731001227,absent,distend_large,32.04801231925798,6.083461159031607,clear,4.694533419353843,lived,yes,0,3,1,no
no,adult,717394,37.87999338055914,56.26456171609417,7.578405389521413,warm,normal,bright_pink,less_3_sec,depressed,hypermobile,none,slight,less_1_liter,4.18333728259497,normal,normal,32.6305044777142,7.201478802727104,cloudy,3.1666949984407866,lived,yes,2208,0,2,no
yes,adult,389226,38.14790611632488,47.64781636398427,7.902600981619493,cold,increased,normal_pink,less_3_sec,alert,hypermobile,severe,none,none,2.0196366915507538,normal,distend_large,43.52478370600222,6.389076031557369,serosanguious,3.8291771175827343,lived,yes,4300,0,2,yes
yes,young,915673,36.991580175476614,95.23377861584385,9.00055999390492,cold,absent,pale_cyanotic,more_3_sec,depressed,absent,none,slight,>1_liter,5.325690473198787,decreased,distend_large,34.615367799607085,6.872954711267721,clear,3.6492703123324994,euthanized,yes,2208,0,2,no
no,adult,327286,37.48473515575845,54.34306907644413,12.451822651779207,normal,normal,bright_red,less_3_sec,depressed,normal,moderate,slight,none,7.826524083949877,decreased,normal,45.82059754023503,6.665566282828479,clear,2.9427546556984048,euthanized,no,2208,2,1,no
yes,young,537785,37.37324288311764,85.78793726860049,5.602008739321057,normal,absent,pale_cyanotic,more_3_sec,constant_pain,absent,none,none,none,8.390174632917027,decreased,normal,41.82716284652706,6.033058805501451,clear,5.33004867410717,lived,yes,4300,1,2,no
no,young,111745,37.258165012331354,79.36012949881267,11.277535508115783,cold,increased,bright_pink,more_3_sec,mild_pain,hypermobile,moderate,important,less_1_liter,9.561518089016053,normal,distend_large,34.596610554667,6.060421887249407,serosanguious,4.4883380232264845,died,no,11300,1,2,yes
no,adult,912461,38.43296175150982,55.820916895519716,11.375389238410412,cold,increased,pale_cyanotic,more_3_sec,intermittent_pain,hypermobile,none,important,less_1_liter,6.868036903766292,decreased,normal,39.57373594961182,7.240687863418193,cloudy,2.1497279098122806,died,no,11300,2,2,yes
yes,young,244097,37.350423961774716,102.20271164171245,11.357436027890428,warm,absent,bright_red,more_3_sec,mild_pain,hypermobile,slight,slight,none,4.037014933223164,absent,normal,38.12152584734066,6.911516342233086,cloudy,5.279668077514754,lived,yes,0,3,0,yes
yes,young,332732,38.81750122908418,65.37067972929617,6.579760859371533,warm,normal,pale_pink,less_3_sec,mild_pain,hypomobile,severe,none,none,9.393183593093593,normal,distend_large,47.463187183788094,6.785764618105267,serosanguious,2.424151024114366,lived,yes,0,3,2,no
no,young,769648,40.46318235011982,90.26018532007978,3.921955153467189,warm,reduced,pale_cyanotic,less_3_sec,constant_pain,normal,slight,important,none,8.202526031043009,decreased,distend_large,30.643249499541007,7.416528125207625,clear,3.614785734130237,died,no,2208,3,1,yes
yes,young,713474,37.50445875985345,87.93193783162528,10.679101417234266,cold,reduced,bright_pink,more_3_sec,intermittent_pain,hypomobile,none,important,less_1_liter,6.595427864025156,absent,other,47.9168778093358,6.259672538893267,serosanguious,4.285027606521512,lived,yes,11300,2,2,no
yes,adult,984200,37.95231551357662,68.29295970209566,9.562616353241886,cool,absent,bright_pink,more_3_sec,alert,absent,none,slight,less_1_liter,7.565121725751488,absent,normal,43.041653657594864,6.386956259488198,serosanguious,2.030604982644872,lived,yes,11300,1,1,no
no,young,313030,38.17948205716551,75.02261695611702,12.013129904289396,cold,increased,pale_pink,less_3_sec,intermittent_pain,hypomobile,moderate,none,none,9.394530840059433,decreased,distend_large,44.75076375096758,7.135108617353441,cloudy,4.611632421771745,euthanized,no,2208,1,0,no
no,adult,824238,39.611504812593516,72.48142830238952,6.898389515971385,cold,normal,pale_cyanotic,more_3_sec,alert,normal,none,important,less_1_liter,7.699152227783373,absent,normal,30.052149267852673,7.162852841936894,serosanguious,4.638811758241028,euthanized,no,4300,0,0,no
yes,young,666134,37.71735221496181,37.11477137216583,11.280355128769084,warm,normal,pale_cyanotic,more_3_sec,intermittent_pain,hypomobile,none,slight,>1_liter,4.946996060677872,normal,normal,42.56478868074465,6.607345794658746,serosanguious,4.610105268530587,lived,no,11300,1,2,no
no,young,438076,36.97098308034163,61.14580708906033,12.163236336658233,cold,increased,normal_pink,more_3_sec,depressed,hypermobile,none,slight,less_1_liter,7.7042256183127735,normal,distend_large,41.769723274220524,7.426467651965639,clear,2.6538717524251085,lived,no,0,3,1,no
no,adult,248554,36.53365949437429,81.48494467889321,8.714070836851949,normal,reduced,dark_cyanotic,less_3_sec,intermittent_pain,absent,slight,slight,less_1_liter,2.322225301883103,absent,other,40.744111127726,7.407381866572756,clear,3.0229293070941976,euthanized,no,2208,3,2,no
yes,young,385555,37.74201605256776,90.52372634723324,10.25078850979445,cold,normal,bright_pink,more_3_sec,constant_pain,absent,moderate,slight,less_1_liter,5.09132449464465,normal,distend_large,45.7173371341177,6.01861457259024,cloudy,2.989503278130961,lived,no,4300,0,2,yes
no,young,544191,37.351619780946116,45.58720656336101,10.145899372572284,cold,absent,normal_pink,less_3_sec,alert,hypermobile,slight,important,>1_liter,5.250584254764634,decreased,distend_large,41.1174219279301,6.258491853511088,clear,5.8402679327185485,euthanized,yes,0,0,1,yes
no,young,553761,39.8100092893,70.5766260362604,6.5355914129110495,cold,reduced,bright_pink,less_3_sec,mild_pain,hypermobile,moderate,none,>1_liter,3.3347058753666774,absent,normal,47.14194379119715,7.230329162525807,serosanguious,2.270112748903509,euthanized,yes,11300,1,1,yes
yes,adult,605518,39.56986242067696,63.01740426555069,10.593289806853823,cold,absent,normal_pink,less_3_sec,constant_pain,hypermobile,slight,slight,>1_liter,2.1846838444141614,normal,other,34.652629728192764,6.5028250272390125,serosanguious,3.715046030814016,died,yes,4300,0,1,no
yes,young,440941,36.7656271720764,57.64251870836809,13.867495022703041,cool,reduced,dark_cyanotic,more_3_sec,alert,normal,none,slight,none,3.0670498931019425,decreased,distend_large,46.119651779433994,6.143194018049742,serosanguious,5.485015623280777,euthanized,yes,0,0,1,yes
no,adult,414451,37.08923989645082,67.12005258450053,9.066611803627909,cold,increased,normal_pink,more_3_sec,alert,hypomobile,slight,important,none,7.236971966376441,decreased,normal,33.58625545649611,7.177498761635375,cloudy,5.077863977790864,died,yes,2208,2,1,no
no,young,384186,37.873770107886884,64.35994821332275,4.617225184045028,normal,absent,bright_pink,less_3_sec,mild_pain,absent,slight,slight,>1_liter,8.418310530909501,normal,distend_large,46.262355839379595,6.6818752583628145,clear,5.289768498595707,died,yes,4300,1,0,yes
yes,adult,677218,39.19722642255876,70.82815137745176,6.9383204072579705,normal,absent,pale_cyanotic,less_3_sec,depressed,hypomobile,moderate,slight,none,9.905627941815794,absent,normal,48.809270376571355,6.738616180073057,serosanguious,5.889174336489332,euthanized,yes,4300,3,0,yes
yes,adult,872944,37.85701313637105,88.83433521900105,3.661711653445117,cold,increased,bright_pink,less_3_sec,constant_pain,hypermobile,moderate,none,none,4.770908024867954,decreased,distend_large,36.71388284620768,6.279554083224257,clear,3.5490472490927556,lived,yes,2208,2,0,no
yes,young,537629,37.15275936201195,75.68255181729401,12.870783387138193,warm,absent,bright_red,more_3_sec,mild_pain,hypermobile,slight,slight,none,6.795033778088814,decreased,other,40.597726279603776,6.991342580908392,clear,3.2386210975218446,euthanized,yes,11300,3,1,yes
yes,young,868747,37.741118190097275,66.21182517745406,11.292315888984284,cool,reduced,pale_pink,more_3_sec,mild_pain,hypomobile,moderate,important,>1_liter,9.497159734520976,decreased,distend_large,43.16658045846295,6.826861977183927,clear,2.1226379606007892,died,no,11300,0,1,no
no,adult,324695,37.17151513610395,97.29250113646158,7.495892184996545,cold,normal,pale_pink,less_3_sec,depressed,absent,moderate,none,less_1_liter,3.336334250705221,decreased,normal,31.58943331708989,6.310009406683614,clear,2.6000774471594483,euthanized,no,4300,0,1,yes
yes,adult,984315,38.40247720943948,82.19859191760672,4.74582023409319,cold,normal,bright_red,less_3_sec,constant_pain,normal,moderate,important,>1_liter,7.741164690741941,absent,distend_large,39.88161436408241,6.51049726265881,cloudy,4.248058618172097,euthanized,yes,4300,3,2,yes
yes,young,395900,37.090966288335295,58.15203122793303,6.500115125272529,cold,increased,pale_pink,more_3_sec,mild_pain,hypomobile,severe,none,>1_liter,8.039829865193305,normal,other,37.211699531764936,6.895318931004258,cloudy,2.6306423802133603,died,yes,4300,2,0,yes
no,adult,153268,37.28956394757303,35.6575919529419,7.085169102908558,warm,reduced,pale_pink,less_3_sec,depressed,hypermobile,moderate,none,none,2.711804286954707,normal,other,47.44911262502616,7.387308383150115,cloudy,4.945220063923642,euthanized,no,0,2,0,no
yes,young,532430,38.96193381345609,40.24338638159069,9.328222797060175,warm,absent,dark_cyanotic,more_3_sec,constant_pain,hypermobile,severe,slight,none,8.88999508146452,normal,other,47.53359037416652,7.380564525482237,serosanguious,2.14893041966375,euthanized,no,4300,2,2,no
no,young,312943,37.03163505268593,78.66464896631268,9.227278029595139,warm,absent,pale_cyanotic,more_3_sec,intermittent_pain,normal,severe,slight,less_1_liter,8.50484037688675,decreased,other,44.015590790944735,6.431858856596224,serosanguious,3.0379520929515276,died,no,11300,0,2,yes
yes,young,883204,36.35387196743984,47.39375041494037,13.024295926121107,cool,normal,pale_cyanotic,less_3_sec,alert,hypomobile,moderate,slight,less_1_liter,2.2672240526194756,absent,normal,43.114489491849966,7.103431466639828,serosanguious,4.7818124935539545,lived,yes,2208,1,0,yes
yes,young,521818,37.8949937513563,39.83889045776104,6.921735426905872,normal,absent,bright_pink,less_3_sec,depressed,normal,slight,important,less_1_liter,2.728675319040412,normal,distend_large,44.67376918551714,7.163278620785714,cloudy,3.022011296956255,died,no,2208,0,1,no
yes,adult,808691,37.4395265957954,44.83829346625601,4.475436436938214,cool,normal,bright_red,more_3_sec,alert,normal,moderate,slight,less_1_liter,2.3930151511348186,absent,other,37.31973802005614,7.213234649974192,clear,4.915041856897856,died,no,2208,3,0,yes
no,young,673189,38.311415500929954,46.252313758186,5.529064574573124,warm,increased,normal_pink,more_3_sec,intermittent_pain,absent,none,slight,>1_liter,4.677948254394898,normal,distend_large,38.09038493501251,6.85614342712722,cloudy,5.9834555017228075,euthanized,no,4300,2,1,yes
no,adult,462130,38.117471934731086,77.01295335564502,8.930925436660496,normal,absent,bright_pink,more_3_sec,mild_pain,absent,slight,none,less_1_liter,6.074311925439409,decreased,normal,41.07409445777411,6.015761997149382,serosanguious,5.188335821796414,died,yes,4300,1,0,no
yes,young,294488,37.76808150535663,56.86515848435448,6.813965799162627,normal,reduced,bright_pink,more_3_sec,mild_pain,hypermobile,severe,slight,>1_liter,6.2587818236370305,normal,distend_large,48.76056254728935,7.142514428169373,serosanguious,3.36734183504401,euthanized,no,2208,2,0,yes
no,adult,787556,37.73895657453,32.55250799401189,8.123974363460922,warm,absent,bright_pink,more_3_sec,constant_pain,hypomobile,severe,slight,none,4.141334078155541,decreased,distend_large,44.479997482391255,6.159896174744025,clear,5.602367602513045,euthanized,yes,0,0,2,yes
no,young,490530,37.064141550677164,60.62089795524713,7.637899259041669,warm,normal,bright_pink,less_3_sec,depressed,absent,slight,slight,less_1_liter,9.292775092482193,decreased,other,41.019784889924466,6.175307079330603,cloudy,2.2047189426728377,euthanized,no,0,1,2,no
no,adult,892058,37.88334707099324,64.44532264896483,11.970715361115548,cool,increased,pale_cyanotic,more_3_sec,depressed,hypermobile,slight,slight,none,4.9461023189753055,normal,other,45.40826029793429,6.908437203969229,clear,4.900027297789249,died,no,0,1,1,no
no,adult,762784,38.681284781432765,50.41326277118297,7.2391029387230335,warm,normal,normal_pink,more_3_sec,constant_pain,hypomobile,moderate,none,none,2.36440124772282,absent,normal,37.4178062447685,7.475280781537952,cloudy,2.0932893262507,died,yes,0,0,1,no
no,young,899289,36.82655325860052,83.117701683854,7.86797376915657,normal,absent,bright_pink,more_3_sec,alert,hypermobile,severe,slight,>1_liter,4.401816892331091,decreased,distend_large,44.60933402288741,6.3638092098987,serosanguious,2.69822198142786,euthanized,no,11300,2,0,no
